"AGE16.25","AGE26.39","AGE40.64","AGE65.","GENDERmale","RACEminority","DRIVING_EXPERIENCE10.19y","DRIVING_EXPERIENCE20.29y","DRIVING_EXPERIENCE30y.","EDUCATIONnone","EDUCATIONuniversity","INCOMEpoverty","INCOMEupper.class","INCOMEworking.class","CREDIT_SCORE","VEHICLE_OWNERSHIP1","VEHICLE_YEARbefore.2015","MARRIED1","CHILDREN1","POSTAL_CODE21217","POSTAL_CODE32765","POSTAL_CODE92101","ANNUAL_MILEAGE","VEHICLE_TYPEsports.car","SPEEDING_VIOLATIONS","DUIS","PAST_ACCIDENTS","OUTCOME1"
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.699422200521826,1,1,1,1,0,0,0,0.55,0,0.136363636363636,0,0,0
0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.585425429139856,0,1,1,1,0,0,0,0.55,0,0,0.166666666666667,0.133333333333333,0
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.503109895919381,0,1,0,0,0,0,0,0.55,0,0,0,0.0666666666666667,0
0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.597076204596408,0,1,1,1,0,0,0,0.5,0,0.0909090909090909,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.369254879076751,1,1,0,1,1,0,0,0.5,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.537941853840395,1,0,0,0,0,1,0,0.5,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.504205550684558,1,1,1,1,0,0,0,0.4,0,0.0454545454545455,0,0.2,0
0,0,0,1,1,0,0,0,1,0,1,0,1,0,0.47856216077277,1,0,1,1,0,0,0,0.25,0,0.227272727272727,0,0.333333333333333,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.497165234681116,1,1,1,0,0,0,0,0.35,0,0.0909090909090909,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.331660426849318,0,1,0,0,0,0,0,0.5,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.681774385102459,1,1,0,0,0,0,0,0.6,0,0.0454545454545455,0,0.266666666666667,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.537679496387122,0,1,1,1,0,0,0,0.6,1,0,0,0,1
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.712777968413149,0,1,1,1,0,0,0,0.3,0,0.0909090909090909,0,0.333333333333333,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.386405084285997,0,1,0,1,0,0,0,0.35,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.324128985229364,0,1,0,1,0,1,0,0.55,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676546121627645,0,0,1,1,0,1,0,0.35,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.756869253797511,1,1,1,1,0,0,0,0.3,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.514304851386134,1,0,1,1,0,0,0,0.4,0,0.136363636363636,0,0.133333333333333,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21692487017442,1,1,0,1,0,1,0,0.4,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.718581873528122,1,0,1,1,0,0,1,0.6,0,0.0454545454545455,0,0.2,0
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.365427850254706,1,1,0,1,0,1,0,0.25,0,0.181818181818182,0,0.0666666666666667,0
0,0,1,0,1,1,0,1,0,0,0,0,1,0,0.583099303294539,1,0,1,0,0,0,1,0.4,0,0.136363636363636,0,0.133333333333333,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.558286942958178,1,1,1,1,0,1,0,0.4,0,0.136363636363636,0,0.0666666666666667,0
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.586859848608379,0,1,1,1,0,1,0,0.4,0,0.227272727272727,0,0,0
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.34754433693391,0,1,0,1,0,0,0,0.4,0,0,0.166666666666667,0,1
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.38067631825393,0,1,1,0,0,1,0,0.3,0,0.181818181818182,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.541172355956725,1,0,1,1,0,0,0,0.3,0,0,0,0.2,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.311186640389774,0,1,0,1,0,0,0,0.65,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.612228079095219,1,1,0,0,0,0,0,0.5,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.556098212814523,1,0,1,0,0,0,0,0.5,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.364208301391813,1,1,0,0,0,0,0,0.6,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567753730138197,0,1,0,0,0,0,0,0.65,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.718664235004378,1,1,1,1,0,0,0,0.45,0,0.181818181818182,0.166666666666667,0.133333333333333,1
0,1,0,0,1,1,1,0,0,1,0,0,0,0,0.531444312273486,1,0,1,1,0,0,0,0.35,0,0.0909090909090909,0,0.0666666666666667,0
0,0,0,1,1,1,0,0,1,0,1,0,1,0,0.764015654889546,1,0,0,1,0,0,0,0.75,0,0.0454545454545455,0.166666666666667,0.133333333333333,0
0,0,0,1,0,1,0,0,1,1,0,0,1,0,0.650685560499556,1,1,1,1,0,0,0,0.45,0,0.0909090909090909,0.333333333333333,0.0666666666666667,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.562513741897163,1,1,0,1,0,0,0,0.4,0,0,0,0.0666666666666667,0
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.318396111197314,0,1,0,1,0,0,1,0.4,0,0.0454545454545455,0,0.0666666666666667,1
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.622536814465414,1,1,1,1,0,1,0,0.4,0,0.136363636363636,0,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.467774377704017,1,1,1,1,0,1,0,0.4,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.545899451426793,1,0,0,1,0,0,0,0.5,0,0.0909090909090909,0,0,0
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.338051587534043,1,1,0,0,0,0,0,0.65,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.616627363067176,1,0,0,1,0,0,0,0.6,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.367012392770626,0,1,0,0,0,0,0,0.7,0,0,0,0,1
0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.721717860226782,1,1,0,0,0,0,0,0.65,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.685981285654223,0,1,1,1,0,0,1,0.5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.349505266453407,1,1,0,0,0,0,0,0.55,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590392889014193,1,1,0,0,0,0,0,0.55,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.539174639265503,1,0,0,1,0,0,0,0.35,0,0.0454545454545455,0,0,0
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.656104290999953,1,1,1,1,0,1,0,0.2,0,0.590909090909091,1,0.2,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.411081495603814,0,1,0,1,0,0,0,0.6,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.242146360490545,0,1,0,1,0,0,0,0.6,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.750841196965036,1,1,0,1,0,0,1,0.6,0,0.181818181818182,0,0.133333333333333,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.637689672614334,1,0,0,1,0,0,0,0.45,0,0.136363636363636,0,0.133333333333333,0
0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.512867165494425,1,1,0,1,0,0,0,0.7,0,0.272727272727273,0.166666666666667,0.2,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.485447364367283,1,1,1,1,0,0,0,0.6,0,0,0,0.133333333333333,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.272882317746792,0,1,0,1,0,0,0,0.5,0,0,0,0,1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.487065119654127,1,1,0,1,0,1,0,0.35,0,0.181818181818182,0.166666666666667,0.133333333333333,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.493329632226286,1,0,0,1,0,0,0,0.5,0,0,0,0,0
0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.874932212751698,1,1,0,1,0,0,0,0.6,0,0.0909090909090909,0.166666666666667,0.0666666666666667,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.859883381116351,1,0,1,1,0,0,0,0.55,0,0.0909090909090909,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.343750881058902,1,1,0,0,0,0,0,0.6,1,0,0,0,0
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.609386205244919,0,0,0,0,0,0,0,0.6,0,0.0454545454545455,0,0.133333333333333,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.25904620719855,1,1,0,1,0,0,0,0.45,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.37750750365232,0,1,0,1,0,0,0,0.45,0,0,0,0,0
0,0,0,1,1,0,0,0,1,0,1,0,1,0,0.525293856736527,1,1,1,1,0,0,0,0.35,0,0.318181818181818,0.333333333333333,0.533333333333333,0
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.597316176412041,1,1,0,1,0,0,0,0.6,0,0,0,0.0666666666666667,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.410525194467323,0,1,1,0,0,0,0,0.4,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.783256966289457,1,1,1,1,0,0,0,0.5,0,0,0,0,0
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.499862747915197,1,1,0,1,0,0,0,0.5,0,0,0,0.133333333333333,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.512732604258367,1,0,1,0,0,1,0,0.3,0,0.181818181818182,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.606810207327876,1,1,1,0,0,0,0,0.35,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.557207517788723,1,1,0,0,0,0,0,0.75,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.581591906958981,1,0,1,1,0,0,0,0.35,0,0.227272727272727,0,0.0666666666666667,0
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.591273211963168,1,0,0,0,0,1,0,0.65,0,0,0,0.0666666666666667,0
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.311892490090099,0,1,0,1,0,0,0,0.7,0,0.0909090909090909,0,0.0666666666666667,0
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0.60918652191964,1,1,1,1,0,0,0,0.55,0,0,0,0.0666666666666667,0
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.580484495002826,1,0,1,1,0,0,0,0.45,0,0.272727272727273,0.333333333333333,0.133333333333333,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.579921635844178,1,1,0,1,0,0,0,0.45,0,0,0,0,0
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.486947745190334,0,1,0,1,0,0,0,0.7,0,0.0454545454545455,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.500931516201973,1,1,1,1,0,0,0,0.35,1,0.136363636363636,0,0.4,0
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.719554355868295,1,0,1,1,0,0,0,0.25,0,0.0454545454545455,0,0.0666666666666667,0
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0.459685304823615,1,1,0,1,0,0,0,0.35,0,0.181818181818182,0.166666666666667,0.2,0
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.291381104016824,1,1,1,1,0,0,0,0.2,1,0,0,0,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.569353053126693,1,0,1,1,0,0,0,0.4,0,0.181818181818182,0,0.0666666666666667,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.749923258026589,1,0,0,0,0,0,0,0.55,0,0.0909090909090909,0,0.133333333333333,0
0,0,0,1,1,1,1,0,0,0,1,0,1,0,0.805225323796154,1,1,1,1,0,0,0,0.3,0,0.0909090909090909,0,0.133333333333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456790490883916,1,1,1,0,0,0,0,0.45,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.37443848823995,0,1,0,1,0,1,0,0.35,0,0,0,0,1
0,0,1,0,1,1,0,1,0,0,1,0,1,0,0.452669977924078,1,1,1,1,0,0,0,0.5,0,0,0.333333333333333,0.333333333333333,0
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.390104588909562,0,1,0,1,0,0,0,0.65,0,0.0909090909090909,0,0.0666666666666667,1
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.261449518017906,0,1,0,1,0,0,0,0.5,0,0.0909090909090909,0,0.0666666666666667,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.208823346146316,1,1,1,1,0,0,0,0.45,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.582162797912995,1,1,0,0,0,1,0,0.65,0,0.0909090909090909,0,0,0
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.538091564387031,1,0,1,1,0,1,0,0.55,0,0.136363636363636,0,0.133333333333333,0
0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.47789143684017,1,1,1,1,0,1,0,0.6,0,0.136363636363636,0,0.2,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.413876484458129,0,1,0,0,0,0,0,0.45,1,0,0,0,1
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.582868850296031,1,1,1,1,0,1,0,0.3,0,0.136363636363636,0,0.133333333333333,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.55719410042663,1,1,1,0,0,0,1,0.35,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.57446921245451,1,0,0,0,0,0,0,0.55,1,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.310854515165364,1,0,0,1,0,0,0,0.5,0,0.181818181818182,0.166666666666667,0.333333333333333,0
0,1,0,0,1,1,1,0,0,0,1,0,1,0,0.63344978778895,0,1,0,1,0,0,0,0.45,0,0.0454545454545455,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.473046762240736,0,1,0,0,0,0,0,0.4,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.47660018211711,1,1,1,1,0,1,0,0.3,0,0.0454545454545455,0,0.133333333333333,0
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.313268902856562,1,1,0,0,0,0,0,0.65,0,0.0454545454545455,0.166666666666667,0.0666666666666667,0
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.356139507983304,0,1,1,0,0,0,0,0.25,0,0.0454545454545455,0,0.333333333333333,0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.503035400423405,1,1,0,0,0,0,0,0.85,1,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.508205722151916,0,1,1,1,0,0,0,0.25,0,0.0454545454545455,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.548662801420679,1,1,1,1,0,0,0,0.5,0,0,0,0,1
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.588407274973627,1,1,1,1,0,0,0,0.55,0,0.0454545454545455,0,0.133333333333333,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.44234825465377,0,1,1,0,0,0,0,0.6,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.43486592916221,0,1,0,1,0,0,0,0.45,0,0.0909090909090909,0.166666666666667,0.0666666666666667,1
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.182176814146918,1,1,0,1,0,0,0,0.4,0,0.0454545454545455,0,0.0666666666666667,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.53603091378072,1,1,0,1,0,0,0,0.4,0,0.318181818181818,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.329538415216412,0,1,0,1,0,1,0,0.5,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.521549632519726,1,1,0,0,0,0,0,0.7,0,0.0454545454545455,0,0,1
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.170574419372705,0,1,1,0,0,0,0,0.65,0,0,0,0,0
0,1,0,0,1,1,1,0,0,1,0,0,0,1,0.471242947883191,1,1,0,1,0,1,0,0.65,0,0.0909090909090909,0.166666666666667,0,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.638865081843751,1,0,1,1,0,0,0,0.4,0,0.0454545454545455,0,0.0666666666666667,0
1,0,0,0,1,1,0,0,0,1,0,1,0,0,0.148594444016286,0,1,0,1,0,0,1,0.5,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.290715995743706,0,1,0,0,0,0,0,0.55,0,0,0,0,1
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.26278971033444,0,1,1,1,0,1,0,0.4,0,0.0454545454545455,0,0.0666666666666667,1
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.40676797474061,1,1,0,0,0,0,0,0.6,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.360020426409007,1,1,0,0,0,0,0,0.7,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.353624762688377,0,1,0,1,0,0,0,0.5,0,0.0454545454545455,0.166666666666667,0.0666666666666667,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.577897765722049,1,1,1,1,0,0,0,0.3,0,0,0.166666666666667,0.0666666666666667,0
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.602637204295479,0,0,0,0,0,1,0,0.35,0,0.0909090909090909,0.166666666666667,0.0666666666666667,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.473727802438992,1,0,0,1,0,0,0,0.45,0,0.0909090909090909,0,0,0
0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.38692376336774,0,1,0,0,0,0,0,0.5,0,0.0454545454545455,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.178151822295441,0,1,0,1,0,0,0,0.6,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.390443047981101,0,1,0,1,0,1,0,0.4,0,0.136363636363636,0,0.0666666666666667,0
0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.586001588493809,1,1,1,1,0,1,0,0.1,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.38857909484039,1,1,0,1,0,0,0,0.55,0,0.0454545454545455,0,0.333333333333333,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.237473768259333,0,1,0,0,0,0,0,0.8,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.204769733984798,1,1,0,1,0,0,0,0.55,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.46888644762233,0,1,1,0,0,0,0,0.7,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.587101776392088,1,0,1,1,0,0,0,0.4,0,0.227272727272727,0.333333333333333,0.0666666666666667,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.497622773148287,1,1,0,1,0,0,0,0.65,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.747532843463853,1,0,0,0,0,0,0,0.5,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.273863947257919,1,1,0,0,0,1,0,0.3,0,0.0454545454545455,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.265958667185822,0,0,0,1,0,1,0,0.2,0,0.227272727272727,0.333333333333333,0.133333333333333,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.508124136734457,1,1,1,1,0,0,0,0.55,1,0,0.166666666666667,0,0
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.710386066593571,1,1,1,1,1,0,0,0.5,0,0.0909090909090909,0,0,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.694660858422185,1,1,1,1,0,0,0,0.3,0,0.0909090909090909,0,0.266666666666667,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.298005218536052,1,1,0,1,0,0,0,0.4,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.735038591163547,1,0,0,0,0,0,0,0.75,0,0.0454545454545455,0,0,0
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.534776348459751,1,0,1,0,0,0,0,0.5,0,0.0454545454545455,0,0.133333333333333,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.561612613779512,0,1,1,1,1,0,0,0.4,0,0,0,0,1
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.275844848925776,1,1,0,1,0,1,0,0.2,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.649514662574722,1,0,0,0,0,1,0,0.55,0,0.0909090909090909,0.166666666666667,0,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.66883872087731,1,0,1,1,0,0,0,0.6,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.690532868094367,0,0,0,0,0,0,0,0.7,0,0.181818181818182,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.547446460592204,1,1,1,1,0,0,0,0.25,0,0.0909090909090909,0,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.478702044174335,0,1,1,1,0,0,0,0.6,0,0,0,0.266666666666667,1
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.54780852893734,1,1,0,0,0,0,0,0.6,0,0.0909090909090909,0,0.0666666666666667,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.643061387502306,1,0,1,1,0,0,0,0.45,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.542024081811337,1,1,1,1,0,0,0,0.55,0,0.136363636363636,0,0.333333333333333,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.636973770864053,1,0,0,1,0,0,0,0.4,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.249290733198529,1,1,0,1,0,1,0,0.25,0,0,0,0,1
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.601016228900557,1,0,0,0,0,1,0,0.4,0,0.5,0,0.0666666666666667,0
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.530237748537902,1,1,1,1,0,0,0,0.4,0,0,0.166666666666667,0.2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.495079223798219,1,1,1,0,0,0,0,0.4,0,0,0,0,0
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.340129012581652,1,1,0,0,0,1,0,0.6,0,0.0454545454545455,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.361458374320555,1,0,0,1,0,0,0,0.5,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.56537869025537,1,1,0,1,0,1,0,0.55,0,0.272727272727273,0,0.0666666666666667,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.518161614397483,1,0,1,1,0,0,0,0.35,0,0,0.166666666666667,0.0666666666666667,0
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.610382838676341,0,1,0,1,0,1,0,0.45,0,0.363636363636364,0.666666666666667,0.333333333333333,1
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.214930929508905,0,1,0,0,0,1,0,0.6,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.763783435184509,1,1,0,0,0,1,0,0.55,0,0.0454545454545455,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.537506832975022,1,0,1,1,0,0,0,0.4,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.526405450008863,1,0,0,1,0,0,0,0.65,0,0.0909090909090909,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.498837885832706,1,1,0,0,0,1,0,0.6,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.480655138017851,1,1,0,0,0,0,1,0.55,0,0.0454545454545455,0.166666666666667,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.655907407777651,0,1,0,0,0,0,0,0.6,0,0.0909090909090909,0,0.0666666666666667,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.541783710893475,1,1,1,1,0,0,0,0.45,0,0.0454545454545455,0.166666666666667,0.266666666666667,0
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.768579227669118,1,0,1,1,0,1,0,0.6,0,0.0454545454545455,0,0.133333333333333,0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.658938138864827,0,1,0,0,0,0,0,0.55,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.420754168644005,1,1,0,0,0,0,0,0.65,1,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.292627022159079,1,1,0,0,0,0,0,0.75,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.612902902081437,1,1,1,1,0,0,0,0.4,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.517314208720608,1,0,0,1,0,0,0,0.55,0,0.0909090909090909,0,0.0666666666666667,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.34098840547713,0,1,0,0,0,0,0,0.6,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.59433193228281,1,1,0,1,0,0,0,0.65,0,0.136363636363636,0,0,0
0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.325415075248007,0,1,1,0,1,0,0,0.5,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.54022058862042,1,1,0,0,0,0,0,0.7,0,0,0,0,1
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.154030976215374,0,1,0,1,0,1,0,0.35,0,0.0909090909090909,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.399901833041745,0,1,0,0,0,0,0,0.45,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.488480445848964,1,1,0,0,0,0,0,0.5,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.270400923515606,0,1,0,1,0,1,0,0.35,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.365845948705013,0,1,0,0,0,0,0,0.8,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.66334920882163,1,1,1,1,0,0,0,0.4,0,0.227272727272727,0,0.133333333333333,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.189128160090424,0,1,0,1,0,1,0,0.3,1,0,0.166666666666667,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.27620141547868,1,1,0,0,0,0,0,0.85,1,0,0,0,1
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.261878021674053,1,1,0,1,0,0,0,0.4,0,0.0909090909090909,0.166666666666667,0.2,0
